id,x(m),y(m),area_code
P6091,97574.263,95243.073,2
P6092,97576.065,95242.429,2
P6093,97579.205,95248.422,3
P6094,97580.985,95247.133,4
P6095,97583.616,95253.281,6
P6096,97578.944,95255.433,3
P6097,97577.482,95261.292,3
P6098,97579.289,95260.179,7
P6099,97574.509,95261.734,3
P6100,97575.935,95268.080,7
P6101,97575.850,95274.349,2
P6102,97570.871,95265.736,1
P6103,97569.347,95262.495,1
P6104,97575.420,95256.340,3
P6105,97576.583,95253.909,7
P6106,97578.098,95253.989,1
P6107,97579.831,95253.645,6
P6108,97587.631,95251.294,7
P6109,97589.110,95251.422,3
P6110,97596.842,95248.721,3
P6111,97601.474,95241.150,2
P6112,97602.604,95241.579,3
P6113,97602.195,95238.338,6
P6114,97601.131,95235.051,3
P6115,97596.345,95235.507,2
P6116,97598.161,95234.732,2
P6117,97600.844,95240.867,3
P6118,97601.003,95237.781,5
P6119,97608.371,95233.870,3
P6120,97606.859,95239.706,3
P6121,97614.230,95235.804,6
P6122,97615.700,95235.943,4
P6123,97616.065,95232.944,2
P6124,97613.159,95237.910,2
P6125,97620.560,95234.086,4
P6126,97616.089,95225.260,3
P6127,97616.261,95222.179,3
P6128,97617.757,95228.519,1
P6129,97624.962,95230.777,6
P6130,97632.056,95226.236,3
P6131,97631.430,95222.964,3
P6132,97639.346,95222.071,3
P6133,97647.170,95219.865,5
P6134,97643.424,95223.948,3
P6135,97640.757,95229.105,3
P6136,97641.883,95229.536,3
P6137,97643.703,95228.632,3
P6138,97650.485,95231.673,1
P6139,97651.956,95229.631,1
P6140,97655.678,95221.438,7
P6141,97651.304,95224.462,3
P6142,97658.687,95220.589,7
P6143,97666.381,95221.451,2
P6144,97667.793,95221.657,6
P6145,97662.985,95222.388,3
P6146,97664.685,95220.812,2
P6147,97666.291,95219.010,2
P6148,97661.920,95222.042,1
P6149,97660.317,95212.584,2
P6150,97655.607,95212.571,2
P6151,97657.413,95211.447,3
P6152,97656.572,95208.161,2
P6153,97653.486,95212.968,2
P6154,97652.866,95219.119,3
P6155,97656.798,95224.778,1
P6156,97656.264,95221.517,6
P6157,97659.766,95213.198,2
P6158,97663.083,95204.778,1
P6159,97658.337,95206.576,1
P6160,97656.487,95212.250,1
P6161,97663.714,95207.995,5
P6162,97671.358,95209.053,3
P6163,97672.360,95209.543,3
P6164,97679.179,95204.481,3
P6165,97680.911,95204.142,2
P6166,97677.789,95194.904,2
P6167,97685.580,95195.313,7
P6168,97687.738,95186.383,2
P6169,97686.529,95183.104,2
P6170,97686.391,95179.922,2
P6171,97684.004,95170.547,2
P6172,97684.956,95171.056,3
P6173,97684.173,95177.161,3
P6174,97681.751,95174.198,3
P6175,97678.259,95171.968,3
P6176,97679.725,95172.112,3
P6177,97685.310,95176.616,2
P6178,97687.090,95175.326,3
P6179,97682.331,95175.580,1
P6180,97681.108,95172.302,5
P6181,97676.564,95171.708,2
P6182,97677.657,95172.157,3
P6183,97673.537,95170.696,1
P6184,97674.815,95171.024,3
P6185,97670.052,95172.705,2
P6186,97667.826,95169.659,3
P6187,97663.394,95168.784,7
P6188,97662.562,95165.498,5
P6189,97664.381,95164.661,5
P6190,97672.096,95161.886,5
P6191,97673.155,95159.353,6
P6192,97674.212,95156.818,3
P6193,97675.702,95147.675,2
P6194,97676.987,95145.379,7
P6195,97672.195,95146.822,5
P6196,97673.443,95144.483,5
P6197,97669.112,95143.394,6
P6198,97667.019,95148.933,3
P6199,97662.519,95148.223,2
P6200,97670.280,95145.664,3
P6201,97670.749,95142.717,3
P6202,97671.533,95139.962,3
P6203,97673.353,95139.100,2
P6204,97670.023,95136.722,3
P6205,97677.616,95137.956,2
P6206,97679.183,95137.962,7
P6207,97686.525,95139.906,2
P6208,97693.505,95135.138,5
P6209,97691.278,95132.092,5
P6210,97692.824,95132.131,4
P6211,97688.696,95123.179,1
P6212,97690.508,95122.111,1
P6213,97691.193,95119.289,3
P6214,97686.442,95121.052,6
P6215,97687.814,95121.297,3
P6216,97689.293,95121.424,1
P6217,97688.835,95111.962,3
P6218,97691.507,95118.100,3
P6219,97693.455,95109.096,1
P6220,97700.579,95111.521,6
P6221,97696.404,95110.149,1
P6222,97703.342,95112.926,3
P6223,97698.161,95104.407,3
P6224,97700.583,95110.606,3
P6225,97699.430,95116.589,3
P6226,97694.772,95118.798,2
P6227,97696.543,95118.322,3
P6228,97704.077,95114.882,3
P6229,97700.973,95105.640,1
P6230,97698.937,95111.213,3
P6231,97696.167,95116.290,2
P6232,97697.405,95113.939,7
P6233,97698.819,95111.810,3
P6234,97702.362,95103.514,3
P6235,97707.631,95108.298,5
P6236,97703.224,95107.369,5
P6237,97709.346,95111.311,5
P6238,97710.837,95109.300,5
P6239,97712.215,95107.121,2
P6240,97713.958,95106.747,3
P6241,97721.184,95102.490,1
P6242,97722.667,95100.466,2
P6243,97717.260,95092.058,2
P6244,97717.109,95088.873,2
P6245,97712.322,95090.372,3
P6246,97716.308,95096.003,3
P6247,97719.636,95101.927,7
P6248,97721.402,95100.577,2
P6249,97722.896,95098.571,3
P6250,97730.419,95095.095,5
P6251,97732.531,95101.357,2
P6252,97734.284,95100.945,2
P6253,97732.303,95106.548,3
P6254,97733.969,95106.373,1
P6255,97741.366,95102.538,6
P6256,97749.189,95100.329,3
P6257,97754.365,95093.217,3
P6258,97759.371,95098.208,3
P6259,97758.168,95104.172,1
P6260,97755.996,95109.665,6
P6261,97757.538,95109.708,3
P6262,97758.650,95110.147,2
P6263,97760.424,95109.655,5
P6264,97755.621,95110.971,4
P6265,97757.379,95117.285,4
P6266,97765.096,95114.516,2
P6267,97765.932,95105.218,1
P6268,97773.214,95101.092,3
P6269,97774.841,95100.996,2
P6270,97771.811,95105.854,3
P6271,97770.887,95111.916,3
P6272,97771.935,95102.663,3
P6273,97771.428,95099.406,3
P6274,97773.185,95098.016,6
P6275,97770.994,95088.614,2
P6276,97766.297,95088.546,2
P6277,97761.546,95088.751,6
P6278,97762.793,95089.103,1
P6279,97764.592,95087.923,2
P6280,97760.432,95086.525,2
P6281,97759.660,95092.634,3
P6282,97766.903,95088.417,5
P6283,97768.328,95086.304,1
P6284,97769.279,95086.814,1
P6285,97767.692,95077.355,1
P6286,97769.500,95076.668,6
P6287,97769.241,95073.456,5
P6288,97767.147,95070.362,3
P6289,97768.158,95070.848,1
P6290,97769.495,95071.127,7
P6291,97767.160,95068.125,3
P6292,97762.650,95059.315,2
P6293,97767.878,95052.252,6
P6294,97766.267,95042.794,6
P6295,97770.038,95048.531,2
P6296,97777.791,95049.135,3
P6297,97777.666,95045.956,7
P6298,97774.060,95043.840,2
P6299,97772.646,95040.582,3
P6300,97769.782,95037.859,3
P6301,97767.439,95043.244,3
P6302,97769.137,95042.995,3
P6303,97770.693,95043.017,6
P6304,97771.675,95043.516,1
P6305,97772.799,95043.947,2
P6306,97771.519,95049.882,3
P6307,97779.434,95049.074,4
P6308,97778.075,95054.976,2
P6309,97780.853,95046.295,1
P6310,97780.692,95043.107,3
P6311,97787.119,95037.425,5
P6312,97787.095,95043.705,3
P6313,97782.457,95045.988,5
P6314,97777.886,95045.471,1
P6315,97779.076,95045.863,6
P6316,97774.480,95048.295,3
P6317,97770.459,95051.979,5
P6318,97765.645,95053.040,3
P6319,97767.361,95052.745,1
P6320,97762.095,95044.267,1
P6321,97761.612,95050.453,1
P6322,97768.938,95052.438,1
P6323,97774.514,95056.951,1
P6324,97774.006,95047.486,3
P6325,97775.825,95046.610,2
P6326,97777.590,95046.156,1
P6327,97772.978,95045.769,2
P6328,97780.830,95043.760,5
P6329,97778.092,95034.443,7
P6330,97775.181,95039.405,3
P6331,97770.449,95041.279,3
P6332,97767.577,95031.988,2
P6333,97775.328,95032.601,6
P6334,97783.245,95031.586,5
P6335,97787.754,95036.920,1
P6336,97789.521,95036.458,3
P6337,97788.181,95033.192,1
P6338,97784.638,95024.060,1
P6339,97789.961,95017.086,3
P6340,97790.618,95014.247,3
P6341,97795.163,95019.560,6
P6342,97792.186,95024.465,4
P6343,97787.647,95023.858,5
P6344,97787.323,95014.405,1
P6345,97788.689,95005.229,6
P6346,97788.397,95002.010,7
P6347,97792.075,95007.789,3
P6348,97796.081,95013.410,6
P6349,97796.910,95010.688,3
P6350,97798.189,95008.384,3
P6351,97795.447,95005.587,6
P6352,97799.054,95011.397,2
P6353,97795.390,95009.342,6
P6354,97801.468,95013.335,6
P6355,97802.445,95010.729,3
P6356,97809.864,95006.954,3
P6357,97808.029,94997.514,3
P6358,97815.878,94997.548,2
P6359,97812.755,94995.003,2
P6360,97814.528,94993.682,2
P6361,97815.786,94994.026,3
P6362,97816.609,94991.299,2
P6363,97812.495,94994.830,2
P6364,97810.166,94991.826,2
P6365,97806.127,94995.483,4
P6366,97810.014,95001.164,6
P6367,97806.365,94999.092,7
P6368,97804.889,94995.844,6
P6369,97806.706,94994.839,4
P6370,97813.302,94998.164,7
P6371,97811.527,95003.876,2
P6372,97813.347,95003.025,2
P6373,97814.736,95003.253,7
P6374,97810.853,95007.147,2
P6375,97806.750,95005.659,3
P6376,97814.398,95002.610,1
P6377,97814.042,94999.378,7
P6378,97813.413,95005.527,6
P6379,97821.277,95003.616,1
P6380,97822.252,95001.009,3
P6381,97817.653,95003.429,7
P6382,97824.451,94998.330,7
P6383,97826.233,94989.273,7
P6384,97821.563,94991.431,1
P6385,97823.142,94991.418,1
P6386,97820.601,94996.668,1
P6387,97816.292,94995.537,1
P6388,97816.912,95001.887,7
P6389,97817.837,94999.239,2
P6390,97823.662,95003.508,2
P6391,97822.589,95000.221,3
P6392,97824.041,95000.383,7
P6393,97831.938,94998.835,3
P6394,97832.309,94995.840,4
P6395,97831.586,94992.560,4
P6396,97830.338,94998.507,4
P6397,97837.577,95000.689,2
P6398,97833.657,94998.940,3
P6399,97837.920,94991.097,1
P6400,97844.840,94993.907,7
P6401,97846.452,94993.837,2
P6402,97854.304,94993.851,2
P6403,97855.475,95000.210,2
P6404,97850.797,95000.059,2
P6405,97855.224,94992.333,5
P6406,97854.730,94982.869,2
P6407,97851.369,94980.517,3
P6408,97858.202,94975.480,3
P6409,97855.281,94972.793,5
P6410,97861.764,94967.193,2
P6411,97862.712,94967.704,2
P6412,97864.174,94974.047,2
P6413,97862.374,94979.747,6
P6414,97867.134,94984.917,6
P6415,97868.353,94982.544,6
P6416,97867.997,94988.760,3
P6417,97875.867,94986.902,3
P6418,97875.913,94993.193,1
P6419,97871.218,94993.113,1
P6420,97869.205,94989.991,2
P6421,97865.513,94987.967,2
P6422,97864.904,94984.698,3
P6423,97860.550,94975.828,6
P6424,97861.657,94973.340,1
P6425,97863.876,94979.582,2
P6426,97866.567,94985.714,5
P6427,97874.451,94985.435,7
P6428,97881.922,94981.805,3
P6429,97881.721,94978.607,3
P6430,97889.079,94974.670,3
P6431,97884.593,94977.421,3
P6432,97889.804,94982.253,7
P6433,97897.021,94984.484,3
P6434,97896.851,94981.294,4
P6435,97893.691,94978.778,2
P6436,97894.714,94976.212,2
P6437,97890.374,94979.311,6
P6438,97894.718,94984.746,2
P6439,97893.813,94975.270,3
P6440,97900.455,94978.528,2
P6441,97901.920,94978.673,1
P6442,97896.958,94970.052,1
P6443,97896.127,94966.766,3
P6444,97897.328,94967.150,2
P6445,97894.262,94971.976,5
P6446,97895.313,94972.445,5
P6447,97890.499,94973.524,3
P6448,97886.334,94976.965,6
P6449,97892.424,94970.833,2
P6450,97891.019,94976.716,2
P6451,97892.453,94974.617,2
P6452,97899.172,94969.385,3
P6453,97899.299,94966.287,3
P6454,97900.852,94966.314,5
P6455,97896.429,94965.418,5
P6456,97892.662,94963.479,6
P6457,97891.668,94960.191,1
P6458,97889.865,94965.889,3
P6459,97887.275,94963.008,5
P6460,97885.551,94959.807,3
P6461,97881.092,94950.977,1
P6462,97877.240,94949.141,2
P6463,97876.302,94945.852,1
P6464,97873.559,94943.055,3
P6465,97880.212,94946.297,1
P6466,97878.302,94936.864,1
P6467,97875.598,94934.045,1
P6468,97871.997,94938.310,2
P6469,97873.567,94944.644,2
P6470,97868.843,94946.562,2
P6471,97864.363,94949.329,1
P6472,97871.231,94952.227,2
P6473,97872.300,94942.979,6
P6474,97872.566,94939.936,6
P6475,97874.344,94939.423,6
P6476,97871.796,94936.521,3
P6477,97879.521,94933.790,3
P6478,97879.390,94930.610,4
P6479,97884.600,94923.531,4
P6480,97891.506,94926.364,4
P6481,97897.294,94930.670,2
P6482,97896.739,94921.203,2
P6483,97897.355,94918.339,2
P6484,97894.646,94915.523,1
P6485,97895.851,94915.905,1
P6486,97899.660,94921.623,1
P6487,97895.808,94919.787,5
P6488,97903.672,94917.878,7
P6489,97899.788,94908.847,5
P6490,97898.916,94914.925,5
P6491,97895.738,94919.646,3
P6492,97892.764,94916.994,1
P6493,97887.469,94908.531,2
P6494,97882.805,94910.715,1
P6495,97889.922,94913.155,7
P6496,97891.409,94919.496,4
P6497,97899.155,94916.859,5
P6498,97906.233,94912.286,1
P6499,97909.230,94918.327,2
P6500,97904.609,94909.560,2
P6501,97910.845,94903.615,5
P6502,97918.336,94900.042,3
P6503,97919.471,94900.468,1
P6504,97920.701,94898.107,1
P6505,97919.435,94894.833,6
P6506,97915.209,94893.548,2
P6507,97910.484,94893.608,3
P6508,97907.203,94884.408,7
P6509,97908.411,94890.765,7
P6510,97909.421,94897.126,6
P6511,97911.142,94888.050,6
P6512,97915.366,94880.180,6
P6513,97916.840,94878.141,2
P6514,97918.172,94878.424,3
P6515,97926.087,94877.580,1
P6516,97933.931,94875.512,5
P6517,97931.083,94872.779,2
P6518,97938.658,94874.074,1
P6519,97940.470,94873.349,3
P6520,97944.073,94879.160,2
P6521,97947.981,94871.081,1
P6522,97952.196,94863.205,2
P6523,97953.960,94861.845,2
P6524,97952.610,94858.580,3
P6525,97947.931,94858.436,3
P6526,97943.465,94857.639,1
P6527,97938.675,94848.943,5
P6528,97944.122,94842.091,3
P6529,97941.412,94847.215,1
P6530,97946.805,94851.894,1
P6531,97943.097,94849.887,7
P6532,97941.307,94855.592,1
P6533,97943.123,94854.815,2
P6534,97944.266,94845.583,1
P6535,97941.593,94842.747,6
P6536,97946.226,94848.002,6
P6537,97947.505,94845.699,1
P6538,97952.936,94850.344,7
P6539,97957.834,94842.988,6
P6540,97954.115,94840.994,2
P6541,97950.037,94844.586,6
P6542,97945.271,94844.885,1
P6543,97940.460,94846.037,3
P6544,97947.283,94849.010,1
P6545,97947.438,94845.923,4
P6546,97948.730,94846.240,1
P6547,97950.350,94846.157,1
P6548,97955.262,94838.813,1
P6549,97952.038,94836.347,2
P6550,97952.676,94827.012,7
P6551,97958.062,94831.696,3
P6552,97960.712,94837.839,1
P6553,97967.331,94841.131,3
P6554,97972.077,94846.310,7
P6555,97973.125,94846.781,3
P6556,97980.522,94848.587,3
P6557,97978.795,94839.138,3
P6558,97975.631,94843.873,1
P6559,97975.465,94834.432,4
P6560,97972.306,94825.203,2
P6561,97967.536,94825.529,2
P6562,97964.929,94822.657,5
P6563,97972.388,94818.991,7
P6564,97971.121,94824.931,1
P6565,97966.838,94828.146,4
P6566,97968.495,94826.459,1
P6567,97976.290,94826.846,3
P6568,97977.875,94825.002,2
P6569,97973.190,94824.882,2
P6570,97974.655,94822.830,1
P6571,97976.010,94829.180,2
P6572,97983.006,94824.444,2
P6573,97990.114,94819.930,2
P6574,97991.832,94819.630,2
P6575,97997.973,94823.550,2
P6576,97999.228,94823.896,2
P6577,98000.987,94814.832,7
P6578,98000.533,94811.584,2
P6579,98006.828,94815.317,5
P6580,98012.000,94808.202,5
P6581,98019.014,94810.842,3
P6582,98024.784,94804.331,2
P6583,98032.396,94801.149,7
P6584,98035.305,94807.218,5
P6585,98033.081,94812.679,2
P6586,98036.429,94804.276,3
P6587,98038.186,94803.852,1
P6588,98036.728,94794.386,2
P6589,98038.217,94792.371,3
P6590,98038.934,94789.570,2
P6591,98035.708,94787.106,2
P6592,98037.438,94786.771,4
P6593,98039.207,94777.710,4
P6594,98046.452,94773.498,5
P6595,98052.819,94777.139,3
P6596,98050.142,94774.304,3
P6597,98056.143,94768.061,6
P6598,98062.276,94761.983,3
P6599,98062.261,94758.837,3
P6600,98058.103,94757.436,6
P6601,98058.963,94754.736,2
P6602,98054.177,94756.243,2
P6603,98061.806,94757.353,3
P6604,98061.416,94763.561,5
P6605,98061.407,94760.417,5
P6606,98064.803,94752.039,1
P6607,98065.093,94758.362,1
P6608,98065.623,94764.706,1
P6609,98062.776,94761.972,7
P6610,98067.993,94754.899,3
P6611,98069.654,94754.735,3
P6612,98064.648,94746.134,3
P6613,98068.935,94751.602,1
P6614,98067.091,94748.431,3
P6615,98068.179,94745.926,3
P6616,98069.711,94745.983,2
P6617,98076.872,94741.582,1
P6618,98072.959,94739.823,1
P6619,98077.725,94732.359,7
P6620,98085.614,94730.700,2
P6621,98087.358,94730.320,2
P6622,98088.973,94728.537,3
P6623,98090.025,94725.998,5
P6624,98091.667,94725.873,6
P6625,98087.615,94716.897,6
P6626,98086.164,94713.645,6
P6627,98091.988,94717.914,2
P6628,98099.719,94715.209,6
P6629,98101.532,94714.468,6
P6630,98106.726,94719.314,5
P6631,98104.979,94725.040,2
P6632,98101.170,94723.150,3
P6633,98100.902,94729.384,3
P6634,98108.487,94726.111,1
P6635,98115.374,94728.978,3
P6636,98111.043,94727.889,3
P6637,98112.357,94725.628,2
P6638,98109.668,94716.303,3
P6639,98111.371,94714.734,5
P6640,98110.388,94711.446,2
P6641,98112.030,94709.723,2
P6642,98117.245,94702.647,1
P6643,98115.208,94699.533,5
P6644,98120.502,94692.532,1
P6645,98127.044,94687.020,3
P6646,98127.126,94693.316,1
P6647,98133.240,94687.214,2
P6648,98135.026,94685.952,6
P6649,98139.683,94691.191,3
P6650,98141.846,94682.262,2
P6651,98147.478,94675.602,2
P6652,98147.408,94681.873,3
P6653,98155.048,94682.944,6
P6654,98151.030,94686.634,2
P6655,98156.929,94690.825,5
P6656,98162.612,94695.236,3
P6657,98163.640,94695.715,2
P6658,98159.550,94694.207,2
P6659,98166.726,94689.841,3
P6660,98162.176,94689.265,1
P6661,98162.042,94686.084,3
P6662,98157.830,94689.438,1
P6663,98164.483,94692.679,3
P6664,98168.565,94684.712,2
P6665,98176.474,94683.354,7
P6666,98177.034,94680.457,2
P6667,98184.709,94677.514,2
P6668,98187.988,94683.457,3
P6669,98189.753,94683.002,3
P6670,98191.573,94682.096,4
P6671,98188.605,94672.825,2
P6672,98189.023,94669.852,1
P6673,98190.421,94670.072,3
P6674,98186.592,94668.206,1
P6675,98181.783,94669.404,1
P6676,98188.989,94665.103,7
P6677,98195.824,94660.070,3
P6678,98197.371,94660.106,2
P6679,98199.186,94659.077,3
P6680,98204.014,94664.200,1
P6681,98210.478,94658.572,6
P6682,98205.793,94658.452,6
P6683,98201.072,94660.383,2
P6684,98207.393,94654.553,2
P6685,98209.210,94653.757,7
P6686,98208.922,94650.539,7
P6687,98207.678,94656.487,3
P6688,98212.995,94649.508,3
P6689,98210.614,94654.868,6
P6690,98218.422,94655.179,5
P6691,98226.103,94652.257,5
P6692,98222.356,94643.184,3
P6693,98219.374,94640.538,1
P6694,98216.290,94637.964,3
P6695,98217.042,94644.321,1
P6696,98214.172,94649.316,3
P6697,98212.032,94646.238,5
P6698,98219.218,94648.536,2
P6699,98220.944,94648.213,2
P6700,98217.376,94652.518,7
P6701,98214.986,94643.143,3
P6702,98219.889,94635.791,1
P6703,98217.072,94633.039,3
P6704,98222.156,94637.971,3
P6705,98219.886,94634.942,2
P6706,98221.546,94633.260,2
P6707,98217.566,94637.010,7
P6708,98219.285,94635.489,3
P6709,98226.498,94631.204,2
P6710,98228.061,94631.216,3
P6711,98233.021,94636.243,5
P6712,98235.503,94627.436,3
P6713,98239.060,94619.148,3
P6714,98237.601,94615.897,6
P6715,98236.384,94612.619,6
P6716,98241.191,94605.188,2
P6717,98247.885,94599.915,5
P6718,98248.503,94606.265,3
P6719,98255.806,94602.189,6
P6720,98252.504,94599.786,6
P6721,98252.233,94606.020,3
P6722,98249.137,94603.455,3
P6723,98255.691,94606.840,5
P6724,98256.728,94604.287,5
P6725,98263.096,94607.926,6
P6726,98258.329,94608.235,5
P6727,98258.506,94614.544,2
P6728,98259.668,94614.953,2
P6729,98266.321,94618.195,5
P6730,98272.133,94622.477,7
P6731,98268.368,94620.535,1
P6732,98264.372,94618.889,6
P6733,98266.178,94618.216,7
P6734,98274.095,94617.306,3
P6735,98275.247,94614.864,3
P6736,98271.784,94619.288,3
P6737,98269.322,94624.594,1
P6738,98270.640,94624.889,2
P6739,98266.111,94627.524,1
P6740,98264.395,94624.321,3
P6741,98261.556,94621.582,3
P6742,98261.737,94618.504,3
P6743,98257.952,94622.536,3
P6744,98259.089,94620.077,1
P6745,98261.709,94626.228,1
P6746,98261.335,94622.993,6
P6747,98257.323,94626.693,2
P6748,98263.017,94631.094,3
P6749,98267.243,94636.597,1
P6750,98273.438,94640.453,1
P6751,98272.129,94630.981,3
P6752,98268.573,94628.813,1
P6753,98271.302,94634.934,6
P6754,98278.926,94631.795,2
P6755,98276.964,94622.367,3
P6756,98282.503,94615.609,3
P6757,98284.410,94621.904,1
P6758,98286.067,94621.747,3
P6759,98290.816,94626.925,6
P6760,98292.551,94626.576,3
P6761,98294.122,94626.575,3
P6762,98295.214,94627.024,5
P6763,98302.509,94629.079,6
P6764,98305.360,94635.166,3
P6765,98313.267,94634.552,3
P6766,98312.129,94640.540,1
P6767,98314.024,94646.837,2
P6768,98314.512,94643.900,1
P6769,98322.329,94644.158,4
P6770,98328.770,94638.497,4
P6771,98332.608,94644.202,4
P6772,98329.010,94642.076,4
P6773,98323.811,94633.566,4
P6774,98325.090,94633.893,3
P6775,98321.499,94631.760,3
P6776,98319.891,94628.535,5
P6777,98321.157,94634.890,5
P6778,98322.740,94633.043,7
P6779,98325.126,94624.198,3
P6780,98324.797,94614.744,3
P6781,98329.928,94607.592,2
P6782,98333.874,94599.537,6
P6783,98334.571,94590.213,3
P6784,98338.215,94581.975,7
P6785,98335.550,94579.134,2
P6786,98336.767,94576.760,1
P6787,98341.821,94569.539,2
P6788,98343.519,94569.292,3
P6789,98341.341,94574.781,2
P6790,98342.983,94573.057,1
P6791,98342.566,94579.259,2
P6792,98348.430,94583.487,3
P6793,98352.419,94575.459,2
P6794,98349.523,94572.756,2
P6795,98345.392,94571.312,2
P6796,98340.675,94571.337,2
P6797,98348.590,94570.175,2
P6798,98343.779,94571.357,2
P6799,98338.979,94572.712,3
P6800,98344.786,94576.999,2
P6801,98340.957,94580.970,2
P6802,98342.030,94578.450,3
P6803,98337.569,94581.266,3
P6804,98339.264,94579.675,3
P6805,98334.462,94580.301,3
P6806,98333.062,94586.186,6
P6807,98340.872,94586.484,3
P6808,98340.835,94592.761,3
P6809,98348.521,94593.656,1
P6810,98344.557,94584.650,2
P6811,98344.101,94590.844,3
P6812,98351.995,94590.458,1
P6813,98353.684,94588.852,1
P6814,98359.308,94582.182,1
P6815,98359.030,94588.415,2
P6816,98360.515,94588.535,1
P6817,98362.166,94579.439,2
P6818,98369.754,94580.691,2
P6819,98367.825,94577.544,3
P6820,98373.700,94581.760,1
P6821,98381.145,94578.055,2
P6822,98378.310,94575.314,2
P6823,98373.882,94574.429,4
P6824,98375.876,94580.711,2
P6825,98371.099,94582.290,6
P6826,98372.502,94582.504,2
P6827,98376.492,94588.133,4
P6828,98371.677,94589.132,2
P6829,98374.278,94595.288,2
P6830,98382.152,94595.115,3
P6831,98383.284,94585.881,3
P6832,98388.218,94590.927,2
P6833,98385.450,94596.006,3
P6834,98382.979,94601.305,2
P6835,98379.890,94598.735,3
P6836,98378.198,94595.526,7
P6837,98373.568,94597.840,1
P6838,98369.180,94596.868,1
P6839,98370.903,94596.554,6
P6840,98372.189,94596.876,1
P6841,98367.386,94598.189,3
P6842,98367.384,94588.764,1
P6843,98362.549,94580.087,1
P6844,98357.620,94571.451,3
P6845,98354.538,94562.205,3
P6846,98358.791,94567.692,2
P6847,98356.075,94558.371,3
P6848,98352.637,94556.089,5
P6849,98351.040,94552.861,5
P6850,98350.427,94549.591,7
P6851,98352.406,94540.598,6
P6852,98358.491,94544.584,7
P6853,98360.257,94544.128,2
P6854,98361.778,94542.167,2
P6855,98362.449,94539.337,3
P6856,98358.142,94538.201,2
P6857,98365.842,94539.038,3
P6858,98373.286,94535.332,2
P6859,98375.882,94526.571,3
P6860,98375.981,94523.463,2
P6861,98382.100,94517.367,3
P6862,98385.475,94508.978,3
P6863,98393.315,94509.080,5
P6864,98394.832,94507.111,2
P6865,98393.650,94497.636,6
P6866,98394.649,94495.049,3
P6867,98389.917,94495.145,2
P6868,98391.587,94494.963,6
P6869,98393.051,94495.109,7
P6870,98390.975,94492.008,6
P6871,98398.878,94490.546,1
P6872,98400.595,94489.020,3
P6873,98395.491,94480.465,2
P6874,98391.751,94484.556,3
P6875,98399.250,94481.007,6
P6876,98398.553,94487.137,6
P6877,98398.579,94484.004,2
P6878,98403.154,94489.296,4
P6879,98398.481,94491.442,3
P6880,98404.408,94495.603,3
P6881,98411.074,94490.283,1
P6882,98417.674,94484.861,2
P6883,98414.879,94475.555,1
P6884,98410.696,94466.624,1
P6885,98412.999,94472.849,1
P6886,98414.811,94471.786,3
P6887,98415.838,94469.223,2
P6888,98411.756,94472.809,2
P6889,98416.161,94465.067,2
P6890,98413.633,94455.714,3
P6891,98421.478,94453.658,3
P6892,98417.014,94444.830,5
P6893,98422.530,94449.399,1
P6894,98417.721,94450.141,2
P6895,98415.854,94455.806,6
P6896,98411.295,94458.353,3
P6897,98406.534,94458.623,3
P6898,98414.089,94459.980,2
P6899,98409.289,94461.339,1
P6900,98409.467,94451.934,3
P6901,98416.894,94453.661,1
P6902,98418.217,94451.411,1
P6903,98424.163,94445.104,1
P6904,98425.851,94443.494,7
P6905,98422.536,94448.077,3
P6906,98427.526,94453.082,5
P6907,98429.004,94451.049,2
P6908,98435.075,94455.050,1
P6909,98436.150,94455.508,7
P6910,98431.602,94454.927,3
P6911,98431.714,94451.824,4
P6912,98438.600,94446.881,2
P6913,98440.365,94446.427,2
P6914,98438.339,94437.006,3
P6915,98444.384,94430.818,3
P6916,98445.001,94421.480,3
P6917,98443.425,94427.288,1
P6918,98440.211,94424.813,3
P6919,98438.446,94430.530,1
P6920,98440.110,94430.359,3
P6921,98448.027,94429.362,2
P6922,98449.737,94429.082,6
P6923,98455.454,94422.512,3
P6924,98463.258,94420.185,3
P6925,98462.015,94410.711,6
P6926,98469.776,94408.150,4
P6927,98464.991,94408.602,2
P6928,98460.192,94409.965,7
P6929,98462.506,94401.092,7
P6930,98461.481,94407.121,6
P6931,98462.620,94404.664,2
P6932,98467.312,94397.140,1
P6933,98475.226,94395.948,1
P6934,98470.523,94397.966,2
P6935,98465.918,94397.557,2
P6936,98467.737,94396.622,4
P6937,98474.301,94391.144,2
P6938,98474.346,94388.018,6
P6939,98474.888,94394.363,2
P6940,98476.161,94392.052,5
P6941,98475.212,94388.764,4
P6942,98478.643,94380.405,1
P6943,98486.106,94382.033,2
P6944,98488.654,94388.203,2
P6945,98488.796,94378.794,1
P6946,98495.602,94381.795,3
P6947,98491.118,94381.046,3
P6948,98495.780,94386.282,3
P6949,98496.699,94383.628,2
P6950,98491.885,94384.605,7
P6951,98498.089,94378.619,2
P6952,98493.355,94378.726,3
P6953,98495.370,94369.745,7
P6954,98499.944,94362.129,2
P6955,98503.485,94367.968,7
P6956,98502.969,94358.503,1
P6957,98504.079,94358.942,6
P6958,98499.578,94350.128,3
P6959,98500.778,94347.736,3
P6960,98498.690,94344.639,3
P6961,98500.404,94343.104,5
P6962,98495.865,94345.709,2
P6963,98503.503,94342.621,2
P6964,98510.615,94338.116,2
